id,brand,name,category,price_tier,price_low,price_high,currency,image_url,catalog_image_path,render_image_path,origin,is_active,display_order,description
84,Duravit,Duravit Duravit Vero Air Vero Air Tm 700418000000000 10,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_10_2881.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_10_2881.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_10_2881.webp,catalog-2026,True,84,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
85,Duravit,Duravit Duravit Me By Starck Me By Starck Washbasins,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_01.webp,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_01.webp,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_01.webp,catalog-2026,True,85,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
86,Duravit,Duravit Duravit Me By Starck Me By Starck Nature Milieu 10,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_nature_milieu_10_0113.webp,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_nature_milieu_10_0113.webp,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_nature_milieu_10_0113.webp,catalog-2026,True,86,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
87,Duravit,Duravit Duravit Sink Series Vero News 2014 Vero Teaser,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-vero-news_2014_vero_teaser_05.webp,toilets/premium/duravit-duravit-sink-series-vero-news_2014_vero_teaser_05.webp,toilets/premium/duravit-duravit-sink-series-vero-news_2014_vero_teaser_05.webp,catalog-2026,True,87,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
88,Duravit,Duravit Duravit Me By Starck Me By Starck Wt,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-me_by_starck-me-by-starck-wt.webp,toilets/premium/duravit-duravit-me_by_starck-me-by-starck-wt.webp,toilets/premium/duravit-duravit-me_by_starck-me-by-starck-wt.webp,catalog-2026,True,88,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
89,Duravit,Duravit Duravit Sink Series Vero Vero Wt Chrom Gestell,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-vero-vero_wt_chrom-gestell.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_wt_chrom-gestell.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_wt_chrom-gestell.webp,catalog-2026,True,89,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
90,Essential Line,Essential Line Showers,showers,budget,80,200,EUR,showers/budget/essential-line-showers-3.webp,showers/budget/essential-line-showers-3.webp,showers/budget/essential-line-showers-3.webp,catalog-2026,True,90,Essential products - Practical and affordable. Perfect for budget-conscious renovations without compromising quality.
91,Duravit,Duravit Starck Slimline Showertray,showers,premium,500,2000,EUR,showers/premium/duravit-starck_slimline_showertray_01.webp,showers/premium/duravit-starck_slimline_showertray_01.webp,showers/premium/duravit-starck_slimline_showertray_01.webp,catalog-2026,True,91,Premium showers from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
92,Duravit,Duravit Veroair Shower Packshot,showers,premium,500,2000,EUR,showers/premium/duravit-veroair-shower-packshot.webp,showers/premium/duravit-veroair-shower-packshot.webp,showers/premium/duravit-veroair-shower-packshot.webp,catalog-2026,True,92,Premium showers from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
93,Essential Line,Essential Line Vanity,vanity,budget,200,400,EUR,vanity/budget/essential-line-vanity-1.webp,vanity/budget/essential-line-vanity-1.webp,vanity/budget/essential-line-vanity-1.webp,catalog-2026,True,93,Essential products - Practical and affordable. Perfect for budget-conscious renovations without compromising quality.
94,Duravit,Duravit Me By Starck Vanity Lifestyle,vanity,premium,800,3500,EUR,vanity/premium/duravit-me-by-starck-vanity-lifestyle.webp,vanity/premium/duravit-me-by-starck-vanity-lifestyle.webp,vanity/premium/duravit-me-by-starck-vanity-lifestyle.webp,catalog-2026,True,94,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
95,Duravit,Duravit Category Vanity Unites Freisteller,vanity,premium,800,3500,EUR,vanity/premium/duravit-category_vanity-unites_freisteller.webp,vanity/premium/duravit-category_vanity-unites_freisteller.webp,vanity/premium/duravit-category_vanity-unites_freisteller.webp,catalog-2026,True,95,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
96,Duravit,Duravit Mirror Cabinets Freisteller,vanity,premium,800,3500,EUR,vanity/premium/duravit-mirror_cabinets_freisteller.webp,vanity/premium/duravit-mirror_cabinets_freisteller.webp,vanity/premium/duravit-mirror_cabinets_freisteller.webp,catalog-2026,True,96,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
97,Duravit,Duravit Me By Starck Furniture Washbasins,vanity,premium,800,3500,EUR,vanity/premium/duravit-me_by_starck_furniture_washbasins_03.webp,vanity/premium/duravit-me_by_starck_furniture_washbasins_03.webp,vanity/premium/duravit-me_by_starck_furniture_washbasins_03.webp,catalog-2026,True,97,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
98,Duravit,Duravit L Cube Vanity Unit,vanity,premium,800,3500,EUR,vanity/premium/duravit-l-cube_vanity_unit_01.webp,vanity/premium/duravit-l-cube_vanity_unit_01.webp,vanity/premium/duravit-l-cube_vanity_unit_01.webp,catalog-2026,True,98,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
99,Duravit,Duravit X Large Vanity Unit 01 Detail,vanity,premium,800,3500,EUR,vanity/premium/duravit-x-large_vanity_unit_01_detail.webp,vanity/premium/duravit-x-large_vanity_unit_01_detail.webp,vanity/premium/duravit-x-large_vanity_unit_01_detail.webp,catalog-2026,True,99,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
100,Duravit,Duravit Dcode Vanity Packshot,vanity,premium,800,3500,EUR,vanity/premium/duravit-dcode-vanity-packshot.webp,vanity/premium/duravit-dcode-vanity-packshot.webp,vanity/premium/duravit-dcode-vanity-packshot.webp,catalog-2026,True,100,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
101,Duravit,Duravit Me By Starck Furniture Basin Collage,vanity,premium,800,3500,EUR,vanity/premium/duravit-me_by_starck_furniture_basin_collage.webp,vanity/premium/duravit-me_by_starck_furniture_basin_collage.webp,vanity/premium/duravit-me_by_starck_furniture_basin_collage.webp,catalog-2026,True,101,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
102,Duravit,Duravit Vero Furniture Detail Mirror Edge,vanity,premium,800,3500,EUR,vanity/premium/duravit-vero_furniture_detail_mirror-edge.webp,vanity/premium/duravit-vero_furniture_detail_mirror-edge.webp,vanity/premium/duravit-vero_furniture_detail_mirror-edge.webp,catalog-2026,True,102,Premium vanity from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
103,Standard,Naber Standard S3 Sink Lifestyle,sinks,mid-range,100,500,EUR,sinks/mid-range/naber-standard-s3-sink-lifestyle.webp,sinks/mid-range/naber-standard-s3-sink-lifestyle.webp,sinks/mid-range/naber-standard-s3-sink-lifestyle.webp,catalog-2026,True,103,Reliable quality and contemporary design. Ideal for modern renovation projects.
104,Standard,Naber Standard S3 Sink Packshot,sinks,mid-range,100,500,EUR,sinks/mid-range/naber-standard-s3-sink-packshot.webp,sinks/mid-range/naber-standard-s3-sink-packshot.webp,sinks/mid-range/naber-standard-s3-sink-packshot.webp,catalog-2026,True,104,Reliable quality and contemporary design. Ideal for modern renovation projects.
105,Duravit,Duravit Duravit Sink Series Starck 1 Starck 1 Starck Wp,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wp2.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wp2.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wp2.webp,catalog-2026,True,105,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
106,Duravit,Duravit Duravit Sink Series Starck 1 Starck Slimline Showertray,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-starck_1-starck_slimline_showertray_01.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck_slimline_showertray_01.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck_slimline_showertray_01.webp,catalog-2026,True,106,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
107,Duravit,Duravit Duravit Me By Starck Me By Starck Washbasins Freisteller,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_freisteller.webp,sinks/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_freisteller.webp,sinks/premium/duravit-duravit-me_by_starck-me_by_starck_washbasins_freisteller.webp,catalog-2026,True,107,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
108,Duravit,Duravit Duravit Sink Series Starck 1 Starck Barrel,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-starck_1-starck-barrel_05.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-barrel_05.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-barrel_05.webp,catalog-2026,True,108,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
109,Duravit,Duravit Duravit Sink Series L Cube L Cube Med Eiche Starck Nikki 10 05%2345,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-l-cube-l-cube_med_eiche_starck_nikki_10_05%2345_79.webp,sinks/premium/duravit-duravit-sink-series-l-cube-l-cube_med_eiche_starck_nikki_10_05%2345_79.webp,sinks/premium/duravit-duravit-sink-series-l-cube-l-cube_med_eiche_starck_nikki_10_05%2345_79.webp,catalog-2026,True,109,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
110,Duravit,Duravit Me By Starck Washbasins,sinks,premium,800,3500,EUR,sinks/premium/duravit-me_by_starck_washbasins_01.webp,sinks/premium/duravit-me_by_starck_washbasins_01.webp,sinks/premium/duravit-me_by_starck_washbasins_01.webp,catalog-2026,True,110,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
111,Duravit,Duravit Duravit Sink Series Vero Vero Komplettbad Tessiner,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-vero-vero_komplettbad_tessiner.webp,sinks/premium/duravit-duravit-sink-series-vero-vero_komplettbad_tessiner.webp,sinks/premium/duravit-duravit-sink-series-vero-vero_komplettbad_tessiner.webp,catalog-2026,True,111,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
112,Duravit,Duravit Duravit Sink Series Vero Vero Furniture Detail Mirror Edge,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-vero-vero_furniture_detail_mirror-edge.webp,sinks/premium/duravit-duravit-sink-series-vero-vero_furniture_detail_mirror-edge.webp,sinks/premium/duravit-duravit-sink-series-vero-vero_furniture_detail_mirror-edge.webp,catalog-2026,True,112,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
113,Duravit,Duravit Duravit Sinks Veroair Tm 235060 05,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sinks-veroair_tm_235060_05_1536.webp,sinks/premium/duravit-duravit-sinks-veroair_tm_235060_05_1536.webp,sinks/premium/duravit-duravit-sinks-veroair_tm_235060_05_1536.webp,catalog-2026,True,113,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
114,Duravit,Duravit Duravit Sink Series Starck 1 Starck 1 Starck Urinal,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_urinal.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_urinal.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_urinal.webp,catalog-2026,True,114,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
115,Duravit,Duravit Me By Starck Furniture Washbasins,sinks,premium,800,3500,EUR,sinks/premium/duravit-me_by_starck_furniture_washbasins_03.webp,sinks/premium/duravit-me_by_starck_furniture_washbasins_03.webp,sinks/premium/duravit-me_by_starck_furniture_washbasins_03.webp,catalog-2026,True,115,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
116,Duravit,Duravit Duravit Sink Series Starck 1 Starck Barrel C Bonded Stage,sinks,premium,800,3500,EUR,sinks/premium/duravit-duravit-sink-series-starck_1-starck-barrel_c-bonded_stage.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-barrel_c-bonded_stage.webp,sinks/premium/duravit-duravit-sink-series-starck_1-starck-barrel_c-bonded_stage.webp,catalog-2026,True,116,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
117,Duravit,Duravit Me By Starck Furniture Basin Collage,sinks,premium,800,3500,EUR,sinks/premium/duravit-me_by_starck_furniture_basin_collage.webp,sinks/premium/duravit-me_by_starck_furniture_basin_collage.webp,sinks/premium/duravit-me_by_starck_furniture_basin_collage.webp,catalog-2026,True,117,Premium sinks from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
118,Essential Line,Essential Line Tile,tile,budget,15,35,EUR,tile/budget/essential-line-tile-12.webp,tile/budget/essential-line-tile-12.webp,tile/budget/essential-line-tile-12.webp,catalog-2026,True,118,Essential products - Practical and affordable. Perfect for budget-conscious renovations without compromising quality.
119,Duravit,Duravit Tile Sample Packshot,tile,premium,70,200,EUR,tile/premium/duravit-tile-sample-packshot.webp,tile/premium/duravit-tile-sample-packshot.webp,tile/premium/duravit-tile-sample-packshot.webp,catalog-2026,True,119,Premium tile from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
120,Duravit,Duravit Ceramic Features Softclose,tile,premium,70,200,EUR,tile/premium/duravit-ceramic_features_softclose.webp,tile/premium/duravit-ceramic_features_softclose.webp,tile/premium/duravit-ceramic_features_softclose.webp,catalog-2026,True,120,Premium tile from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
121,Vitra,Ideal Standard Cerafit 3 Lifestyle,faucets,mid-range,100,500,EUR,faucets/mid-range/ideal-standard-cerafit-3-lifestyle.webp,faucets/mid-range/ideal-standard-cerafit-3-lifestyle.webp,faucets/mid-range/ideal-standard-cerafit-3-lifestyle.webp,catalog-2026,True,121,Reliable quality and contemporary design. Ideal for modern renovation projects.
122,Vitra,Ideal Standard Cerafit 1 Packshot,faucets,mid-range,100,500,EUR,faucets/mid-range/ideal-standard-cerafit-1-packshot.webp,faucets/mid-range/ideal-standard-cerafit-1-packshot.webp,faucets/mid-range/ideal-standard-cerafit-1-packshot.webp,catalog-2026,True,122,Reliable quality and contemporary design. Ideal for modern renovation projects.
123,Standard,Ideal Standard Cerafine Faucet Packshot,faucets,mid-range,100,500,EUR,faucets/mid-range/ideal-standard-cerafine-faucet-packshot.webp,faucets/mid-range/ideal-standard-cerafine-faucet-packshot.webp,faucets/mid-range/ideal-standard-cerafine-faucet-packshot.webp,catalog-2026,True,123,Reliable quality and contemporary design. Ideal for modern renovation projects.
124,Vitra,Ideal Standard Cerafit 1 Lifestyle,faucets,mid-range,100,500,EUR,faucets/mid-range/ideal-standard-cerafit-1-lifestyle.webp,faucets/mid-range/ideal-standard-cerafit-1-lifestyle.webp,faucets/mid-range/ideal-standard-cerafit-1-lifestyle.webp,catalog-2026,True,124,Reliable quality and contemporary design. Ideal for modern renovation projects.
125,Vitra,Ideal Standard Cerafit 3 Packshot,faucets,mid-range,100,500,EUR,faucets/mid-range/ideal-standard-cerafit-3-packshot.webp,faucets/mid-range/ideal-standard-cerafit-3-packshot.webp,faucets/mid-range/ideal-standard-cerafit-3-packshot.webp,catalog-2026,True,125,Reliable quality and contemporary design. Ideal for modern renovation projects.
126,Standard,Ideal Standard Cerafine Faucet Lifestyle,faucets,mid-range,100,500,EUR,faucets/mid-range/ideal-standard-cerafine-faucet-lifestyle.webp,faucets/mid-range/ideal-standard-cerafine-faucet-lifestyle.webp,faucets/mid-range/ideal-standard-cerafine-faucet-lifestyle.webp,catalog-2026,True,126,Reliable quality and contemporary design. Ideal for modern renovation projects.
127,Essential Line,Essential Line Faucets,faucets,budget,60,120,EUR,faucets/budget/essential-line-faucets-1.webp,faucets/budget/essential-line-faucets-1.webp,faucets/budget/essential-line-faucets-1.webp,catalog-2026,True,127,Essential products - Practical and affordable. Perfect for budget-conscious renovations without compromising quality.
128,Essential Line,Essential Line Bathtub,bathtub,budget,300,600,EUR,bathtub/budget/essential-line-bathtub-5.webp,bathtub/budget/essential-line-bathtub-5.webp,bathtub/budget/essential-line-bathtub-5.webp,catalog-2026,True,128,Essential products - Practical and affordable. Perfect for budget-conscious renovations without compromising quality.
129,Duravit,Duravit Bath Accessories,bathtub,premium,1500,5500,EUR,bathtub/premium/duravit-bath_accessories_13.webp,bathtub/premium/duravit-bath_accessories_13.webp,bathtub/premium/duravit-bath_accessories_13.webp,catalog-2026,True,129,Premium bathtub from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
130,Duravit,Duravit Bathing,bathtub,premium,1500,5500,EUR,bathtub/premium/duravit-bathing.webp,bathtub/premium/duravit-bathing.webp,bathtub/premium/duravit-bathing.webp,catalog-2026,True,130,Premium bathtub from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
131,Duravit,Duravit Vero Bathtub Back To Wall,bathtub,premium,1500,5500,EUR,bathtub/premium/duravit-vero_bathtub_back-to-wall_01.webp,bathtub/premium/duravit-vero_bathtub_back-to-wall_01.webp,bathtub/premium/duravit-vero_bathtub_back-to-wall_01.webp,catalog-2026,True,131,Premium bathtub from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
